,tune,dataset
10200,20994_i_dont_like_tuna,train
10201,20995_no_more_wine,train
10202,20996_hovering_hawks,train
10203,20997_flannel_dreams,train
10204,20998_sparkle_of_starlight,train
10205,20999_northward_bound,train
10206,2099_cros_an_lomanaigh,train
10207,20_the_cup_of_tea,validation
10208,21000_the_johnstown,train
10209,21001_the_thistle_o_scotland,train
10210,21002_bell_harbour_hills,test
10211,21004_tootsies_flowers,test
10212,21005_coisceim_na_si,train
10213,21006_nobodys_trip_to_prague,train
10214,21007_cosan_na_guagoige,test
10215,21009_eric_stephenson_of_crookhill,test
10216,2100_gregory_greenes,train
10217,21010_mill_town_maid,train
10218,21011_the_boiling_hen,train
10219,21012_jonnys_flush,train
10220,21013_eva,validation
10221,21014_whiting_bay,train
10222,21015_suantree,train
10223,21016_a.b.,train
10224,21017_moccassin_walk,train
10225,21019_kamikaze_pigeon,train
10226,2101_the_small_hills_of_offaly,train
10227,21020_nymph_of_the_wave,train
10228,21021_evening_glory,train
10229,21022_the_whirlpool,train
10230,21023_le_gadeliderot,test
10231,21024_reel_de_st-marc,train
10232,21025_reel_de_la_petite_chapelle_de_bois,validation
10233,21026_st-hubert_1997,validation
10234,21027_in_halle,validation
10235,21028_reel_arthur,train
10236,21029_sharat_and_gyans,train
10237,2102_the_final_cut,train
10238,21030_brd_g_n_mhille,train
10239,21031_the_mitre_bar,test
10240,21032_and_thats_okay,train
10241,21033_sir_patrick_bellews_march,train
10242,21034_andet_brudestykke,train
10243,21035_reel_de_port-joli,train
10244,21036_reel_de_moosonee,train
10245,21037_the_castle_hill,train
10246,21038_syans_den_bal,train
10247,21039_rl_gwr_pencerdd,train
10248,2103_ninety-eight,train
10249,21040_the_hellfire_club,train
10250,21041_the_fair_maids_of_ireland,validation
10251,21042_frankie_drains,train
10252,21043_the_ballybranaghan_stomp,train
10253,21044_decade_five,train
10254,21046_the_new_moon,train
10255,21047_gan_ainm,train
10256,21048_uncle_leos,validation
10257,21049_chez_seychelles,train
10258,2104_buddys,train
10259,21050_champion_of_the_seas,train
10260,21051_preabphort_ellie_mhicilin,validation
10261,21052_the_kings_bow,test
10262,21053_an_gidach_fnach,train
10263,21054_southpark_house,train
10264,21055_kellihers,train
10265,21056_against_the_grain,train
10266,21057_in_the_dog_house,train
10267,21058_the_clips_of_mohair,validation
10268,2105_walshs,test
10269,21060_windsong,validation
10270,21062_dancing_at_kilbrew,train
10271,21063_trip_to_dumpster,train
10272,21064_tarruing_teann_an_crios,train
10273,21065_jakes_on_a_plane,test
10274,21067_farewell_to_eyrecourt,train
10275,21068_la_belle_sest_endormie,train
10276,2106_the_lancers,train
10277,21070_the_almond_and_the_olive,train
10278,21071_monster_cafe,train
10279,21073_old_players,validation
10280,21074_how_many_today,train
10281,21075_billys,train
10282,21076_annes,test
10283,21077_not_tuscany,train
10284,21078_zamora,validation
10285,21079_jacks_health,train
10286,2107_bulgarian_red,train
10287,21080_big_pedlar,train
10288,21081_cailleach_o_thuaidh,test
10289,21082_the_knitting,train
10290,21083_uaine_bheag,validation
10291,21084_kevins_celtic_chasm,train
10292,21085_new_tune_makers_of_2007,test
10293,21086_down_the_meadows,train
10294,21087_the_banks_of_inverness,train
10295,21088_johnny_hands_delight,train
10296,21089_kevins_celtic_chasm,train
10297,2108_ninety-nine,validation
10298,21090_the_bridle,train
10299,21091_cullivan_from_cavan,train
10300,21092_theresa_kubiaks,train
10301,21093_pickett_and_the_rosette_compass,train
10302,21094_the_catskill_pines,train
10303,21095_knefsky_prospect,train
10304,21096_dumbartons_drums,test
10305,21097_ballybrit_dip,train
10306,21098_up_and_over,train
10307,21099_the_rising_sun,train
10308,2109_jack_powers,train
10309,210_the_humours_of_ballyloughlin,train
10310,21100_the_humours_of_cullen,train
10311,21101_the_day_paddy_moloney_died,train
10312,21102_tom_dayhills_fiddle,validation
10313,21103_sarahs,train
10314,21105_eyre_square_buzz,train
10315,21106_sidney_forlong,train
10316,21107_jota_de_villamantilla,test
10317,21108_the_waters_edge,validation
10318,21109_rippling_waves,train
10319,2110_the_sea_of_clouds,train
10320,21110_splash_and_paddle,train
10321,21111_put_in_enough,train
10322,21112_leaving_the_porchlight_on,test
10323,21113_an_spideg,train
10324,21114_to_an_old_rose,train
10325,21117_anna_foxe,train
10326,21118_president_gorbachevs,test
10327,21119_paynes_french_quadrill,train
10328,21120_gan_ainm,train
10329,21121_gan_ainm,validation
10330,21122_gan_ainm,train
10331,21123_conmhaicne,train
10332,21124_gan_ainm,train
10333,21125_gan_ainm,train
10334,21126_gan_ainm,train
10335,21127_gan_ainm,train
10336,21128_gan_ainm,train
10337,21129_gan_ainm,train
10338,2112_patricks,train
10339,21130_gan_ainm,train
10340,21131_gan_ainm,train
10341,21132_gan_ainm,train
10342,21133_the_ladys_favourite,train
10343,21134_cheltenham_spa,test
10344,21135_greenes_delight,train
10345,21137_gan_ainm,train
10346,21138_mcmahons_quadrille,train
10347,21139_mcmahons,train
10348,2113_the_dripsey,train
10349,21140_the_trip_to_cheltenham,train
10350,21141_the_fiddlers_silver_wedding,test
10351,21142_jota_rodrigo_encinas,train
10352,21143_rosor_och_blad,test
10353,21144_jackie_the_adopted,train
10354,21145_ritas_bloody_mary,train
10355,21146_mccoys_measure,train
10356,21147_seamans,train
10357,21148_sweeps,train
10358,21149_toms,test
10359,2114_id_rather_be_married_than_left,train
10360,21150_home_rule_meeting_schottische,train
10361,21151_imperial_clog,train
10362,21152_knight_templars,train
10363,21153_gan_ainm,train
10364,21154_schottiche,train
10365,21155_gan_ainm,validation
10366,21156_sprig_of_holly_schottische,train
10367,21157_caught_in_the_surf,train
10368,21158_thomas_duffys,train
10369,21159_gan_ainm,train
10370,2115_charlie_lennons,train
10371,21160_gan_ainm,test
10372,21161_dougalls_sustain,train
10373,21162_gan_ainm,train
10374,21163_gan_ainm,train
10375,21164_thomass,train
10376,21165_napoleons_grand,train
10377,21166_prinz_peter_bei_den_schweinen,test
10378,21167_strasby,train
10379,21168_gan_ainm,test
10380,21169_italian_gallopade,validation
10381,2116_st,train
10382,21170_strasby,train
10383,21171_gan_ainm,train
10384,21172_the_golden_mean,train
10385,21173_the_links_by_the_bay,train
10386,21174_hasse_as,train
10387,21175_a_trip_to_woodnote,train
10388,21176_miss_eireann_macinnis,train
10389,21177_the_first_year_in_buncrana,test
10390,21178_larkins_25th,test
10391,21179_iris,train
10392,2117_crossing_the_minch,train
10393,21180_old_lurgan_town,train
10394,21181_reel_trudeau,test
10395,21182_jota_peona,train
10396,21183_the_merry_wives,train
10397,21184_the_bog_road_to_meelick,train
10398,21185_gan_ainm,train
10399,21186_parisian,train
10400,21187_novella,train
10401,21188_four_shoves,train
10402,21189_bourre,validation
10403,2118_the_banks_of_allan,train
10404,21190_the_collectors_daughter,train
10405,21191_squirrel_jump,train
10406,21192_the_watchmens_polka,test
10407,21193_the_millenium,train
10408,21194_george_rosss_sands,test
10409,21195_mick_lynchs,train
10410,21196_the_curskeagh_lasses,test
10411,21197_the_dugs_lugs,train
10412,21198_drops_of_gin,train
10413,21199_back_in_time,train
10414,2119_the_replacement,train
10415,211_inisheer,validation
10416,21200_the_dancing_shoe,train
10417,21201_mo_chailin_deas_donn,train
10418,21202_wallop_the_spot,train
10419,21203_bradleys_mystery,train
10420,21204_the_forth_brig,train
10421,21205_the_oban_pipes__drums,validation
10422,21206_john_allans,train
10423,21207_out_the_gap,train
10424,21209_the_bridgetown,train
10425,2120_john_dohertys,train
10426,21210_the_rose_of_rothes,train
10427,21212_gap_tooth,validation
10428,21213_the_trip_to_london,train
10429,21214_a_walk_on_the_shore,train
10430,21215_whittamore_road,train
10431,21216_the_sligo_goose,train
10432,21217_my_eileen_is_waiting_for_me,train
10433,21219_the_good_natured_man,test
10434,2121_andys,validation
10435,21220_the_maid_of_the_sweet_brown_knowe,validation
10436,21221_the_hills_of_glenshee,train
10437,21222_the_triangle,train
10438,21223_father_kellys_farewell,validation
10439,21224_mordaunts_fancy,train
10440,21225_the_magic_serum,train
10441,21226_claires_crossed_feet,train
10442,21228_the_fiddlers_fancy,train
10443,21229_patsy_cawleys,validation
10444,2122_the_happy_man,test
10445,21231_gan_ainm,validation
10446,21232_denis_okeeffes,train
10447,21233_johnny_olearys,train
10448,21234_momos_tune,train
10449,21235_john_murphys,train
10450,21236_humours_of_sweetwater,train
10451,21237_trip_to_clare,validation
10452,21238_tribute_to_peadar_odonnell,train
10453,21239_the_bridge_of_inver,train
10454,2123_the_drunken_piper,train
10455,21240_st,train
10456,21241_rossclogher,validation
10457,21242_lloyd_houses_tune,train
10458,21243_miseeka,train
10459,21244_george_rosss,train
10460,21245_steve_quinns_fancy,test
10461,21246_thirteen_hour_day,train
10462,21247_katie_jane_of_lewis,train
10463,21248_the_karen,train
10464,21249_le_galant_indiscret,train
10465,2124_handy_with_the_stick,train
10466,21250_the_black_sporran,train
10467,21251_learning_to_jog,test
10468,21252_la_disillusa,train
10469,21253_john_macdonalds,test
10470,21254_dave_and_dans,test
10471,21255_miss_carol_anderson,train
10472,21256_the_falmouth_packet,train
10473,21257_christine_deagals_flight,train
10474,21258_the_inverness_city,train
10475,21259_polly_put_the_kettle_on,train
10476,2125_paddy_kellys,validation
10477,21260_the_kissing_dance,train
10478,21261_banbridge_town,train
10479,21262_the_suffering_ducks,validation
10480,21264_kittys_cans,test
10481,21265_scotch_sally,train
10482,21266_the_moon_behind_the_hill,train
10483,21267_siar_go_hinis_bearachain,train
10484,21268_an_toilen_aerach,train
10485,21269_the_blackbanks,validation
10486,2126_the_ebb_tide,train
10487,21270_william_taylors_tabletop,validation
10488,21271_lochnagar,test
10489,21272_maeve_on_the_mountain,test
10490,21273_the_cappacon_chase,train
10491,21274_klappvalsen,train
10492,21275_the_cats_of_paphos,test
10493,21276_bonnet_creek,validation
10494,21277_tarantella,test
10495,21278_island_wedding,train
10496,21279_i_lost_my_hat_in_cathal,validation
10497,2127_the_nelson,train
10498,21280_flowers_for_mom,train
10499,21281_the_leeside_sessions,validation
10500,21282_woods_no,test
10501,21283_the_mule_that_broke_my_heart,train
10502,21284_gan_ainm,train
10503,21285_the_crown_at_portpatrick,train
10504,21286_the_coalyard,train
10505,21287_the_bragging_man,train
10506,21288_did_ye_aye,train
10507,21289_fogwatt_burns_supper,train
10508,2128_la_reel_des_acadiens,train
10509,21290_tr_phearla,train
10510,21291_fiji,train
10511,21292_the_oakwood,train
10512,21293_1st_floor_march,train
10513,21294_magnolia_place,train
10514,21295_ocean_walk,test
10515,21297_john_b,test
10516,21298_riil,validation
10517,21299_love_boat,train
10518,2129_the_musical_ego,train
10519,212_the_oak_tree,validation
10520,21300_scott_macmorrans,train
10521,21301_riverton_road,train
10522,21302_the_girls_of_grallagh,validation
10523,21303_sheelin_side,validation
10524,21304_timbertown,train
10525,21305_bladet,train
10526,21306_the_fair-haired_boy,train
10527,21307_gilles_le_bigots,validation
10528,21308_wades_welcome_to_inverness,train
10529,21309_tra_an_phearla,validation
10530,2130_john_kellys,train
10531,21311_the_swallows_nest,train
10532,21312_the_catchphrase,train
10533,21313_chickens_are_a-crowin,test
10534,21314_miss_campbells_quadrille,test
10535,21315_the_cat_sat_in_the_road,train
10536,21317_polka_2007,train
10537,21318_amber_spring,train
10538,21319_the_closet_bodhran,train
10539,2131_the_muddy_waters,train
10540,21320_the_march_of_time,train
10541,21321_the_deaconess,test
10542,21322_the_five_barred_gate,train
10543,21323_the_bunglas_lass,train
10544,21324_zahirahs,train
10545,21325_rosalies,test
10546,21327_roca_house,train
10547,21328_the_forgandenny_golfer,train
10548,21329_laster_arte,validation
10549,2132_jocelyns_tree,train
10550,21330_the_bow_brig,train
10551,21331_mrs,validation
10552,21332_the_loosecaune,train
10553,21333_mr,train
10554,21334_gaillarde_engels,train
10555,21335_strathearn,test
10556,21336_missing_the_wren,train
10557,21337_the_octopus,train
10558,21338_the_holly_bush,validation
10559,21339_eileen_ni_riordains,validation
10560,21340_the_ba_rag,train
10561,21341_the_setting_sun,train
10562,21342_trade_wind,validation
10563,21343_carradale_bay,train
10564,21344_paddy_cronins,test
10565,21345_the_dying_swan,validation
10566,21346_laurens_air,validation
10567,21347_mag_mor,test
10568,21348_saint_ninians_isle,train
10569,21349_snowdrop,train
10570,2134_captain_whites,train
10571,21350_the_broomielaw,train
10572,21351_fisherrow,train
10573,21352_come_to_the_fair,test
10574,21353_pleasant_walk,test
10575,21354_gan_ainm,train
10576,21355_the_humours_of_ballinafad,train
10577,21356_peadar_ohaoines,test
10578,21359_gan_ainm,test
10579,2135_the_locomotive_and_railway_inn,validation
10580,21360_my_dad_paddy,train
10581,21361_planxty_colm__meachair,train
10582,21362_andrew_knights_favourite,train
10583,21363_dacw_nghariad,train
10584,21364_hogmanay_or_adieu_to_the_auld_year,train
10585,21365_middling_thank_you,train
10586,21366_shufflin_samuel,train
10587,21367_the_position,train
10588,21368_fox_in_the_oven,train
10589,21369_the_arisaig_ceilidh,train
10590,2136_allistrums_march,test
10591,21370_st_andrews_drive,test
10592,21371_the_dawning_of_the_day,train
10593,21372_paddy_faheys,test
10594,21374_string_of_trucks,train
10595,21375_mrs,train
10596,21376_grape_juice,train
10597,21377_miss_hamiltons,train
10598,21378_the_wind-up,validation
10599,21379_milburn,train
10600,2137_ymgyrchdon_y_waunlwyd,train
10601,21380_marcha_de_san_roque,train
10602,21382_the_wriggle_room,train
10603,21383_the_rambles_of_rionach,test
10604,21384_the_mushroom_tree,train
10605,21385_brendas_request,train
10606,21386_crake_on_the_run,train
10607,21387_oak_ridge_stomp,test
10608,21388_yellow_cat,train
10609,21389_dry_and_dusty,train
10610,2138_the_tabby,train
10611,21390_macs_corner,validation
10612,21391_nine_mile,train
10613,21392_the_pot_holes,train
10614,21393_down_north,validation
10615,21394_the_brown_braes_of_fintown,train
10616,21395_the_hawk_that_swoops_on_high,test
10617,21396_young_joe,train
10618,21397_ann_macfarlanes_favourite,train
10619,21398_tippertys_jean,train
10620,21399_two_pauls,train
10621,2139_inis_sui,train
10622,213_the_moth_in_the_lantern,validation
10623,21400_the_mcnallys_of_frances_hill,train
10624,21401_lorient_express,validation
10625,21402_pibroch_mackenzies_farewell,train
10626,21403_shoe_frontage,validation
10627,21404_sheik_billy,test
10628,21405_the_draymans_round,train
10629,21406_edwin_flaws_of_wyre,train
10630,21407_mollys,train
10631,21408_fidget,train
10632,21409_sophies,validation
10633,2140_anhysbys,test
10634,21410_there_cam_a_young_man,train
10635,21411_bobby_browns,train
10636,21413_jarl_hunter_of_gillaburn,validation
10637,21414_marys_roughty_refuge,validation
10638,21415_insurrection,train
10639,21416_the_road_to_port_fairy,train
10640,21417_its_only_a_matter_of_time,train
10641,21418_the_fencing_post,train
10642,21419_the_voice_of_the_borders,train
10643,2141_sliabh_na_mban,validation
10644,21420_the_copper_beech,train
10645,21421_when_youre_gone_i_say_your_name,test
10646,21422_the_colours_of_cape_breton,train
10647,21423_vig_the,train
10648,21424_sandy_oer_the_lea,train
10649,21426_gan_ainm,train
10650,21427_ray_macs,train
10651,21429_walbys,train
10652,2142_the_policemans_request,validation
10653,21431_rolling_bones,train
10654,21432_the_dowie_dens_of_yarrow,train
10655,21433_the_enchanted_valley,train
10656,21434_the_bull_ring,train
10657,21436_the_snowy_hills_of_caherea,train
10658,21437_the_clare_island_boat_song,train
10659,21438_roses_for_the_lady,train
10660,21439_the_blue_head,validation
10661,2143_tr_rafartaigh,train
10662,21440_the_kerrera,test
10663,21441_john_pellerines,train
10664,21442_paddy_jones,train
10665,21443_date_honey,train
10666,21444_gan_ainm,test
10667,21445_polka_di_bani,train
10668,21446_the_banks_of_my_own_lovely_lee,train
10669,21447_come_fill_fill_my_good_fellow,train
10670,21448_jeanies_distress,train
10671,21449_sally_in_our_alley,test
10672,2144_spoil_the_dance,train
10673,21450_when_hope_dawns,test
10674,21451_moghrey_laa_boaldyn,train
10675,21452_the_visitors,train
10676,21453_frank_jamieson,test
10677,21454_rl_phats_laighin,train
10678,21455_and_fox_ate_nandys_red_shoe,train
10679,21456_the_darling_girl_from_clare,train
10680,21457_vincenzos_flute,test
10681,21458_an_cat_is_a_mthair,train
10682,21459_drengenes,train
10683,2145_glengarra_wood,train
10684,21461_donny_the_post,train
10685,21462_soldiers_dance,train
10686,21463_the_mummers_march,train
10687,21464_the_crazy_clarinettist,train
10688,21465_donncha__loinsighs,train
10689,21467_death_and_the_sinner,train
10690,21468_young_terrance_mcdonough,test
10691,21469_polska_with_no_name,train
10692,2146_ffidl_ffadl,test
10693,21470_tonys_orange_sherbets,train
10694,21471_nans,train
10695,21472_the_reunion,train
10696,21473_the_little_harvest_rose,train
10697,21474_miss_e_purcells_favourite,train
10698,21475_alex_muirs,train
10699,21476_the_jolly_little_boy,test
10700,21477_golden_grove,train
10701,21478_fynbo,validation
10702,21479_gan_ainm,train
10703,2147_the_flop-eared_mule,test
10704,21480_arrah_my_dear_eveleen,train
10705,21481_imeland,train
10706,21482_the_hags_dance,test
10707,21483_the_furrows_end,train
10708,21484_the_second_wind,validation
10709,21485_haggis_hunters,train
10710,21486_the_dolphins_of_donegal_bay,train
10711,21487_orions_belt,test
10712,21488_the_luck_of_the_toss,train
10713,21489_kelly_pecks,train
10714,2148_out_on_the_road,train
10715,21490_gan_ainm,train
10716,21491_gan_ainm,train
10717,21492_the_echo,train
10718,21493_thresh_the_protestants,validation
10719,21494_the_road_to_mirth,train
10720,21495_march_of_the_brave_fenian_men,train
10721,21496_i_would_rather_than_ireland,train
10722,21497_the_thistle,train
10723,21498_lightly_swims_the_swan,train
10724,21499_ice_flower,train
10725,2149_smash_the_windows,test
10726,214_mcdonaghs,train
10727,21500_isabella_burke,train
10728,21502_shelter_bay,train
10729,21503_chasing_time,train
10730,21504_mervyn_pratt,validation
10731,21505_frank_palmer,test
10732,21507_gan_ainm,train
10733,21508_gan_ainm,train
10734,21509_march_of_the_irish_defence_force,train
10735,21510_glencar,train
10736,21511_maurice_oconnors,train
10737,21515_a_night_to_remember,test
10738,21516_tobias_peyton,train
10739,21517_ceisels_sword,train
10740,21519_the_needle_at_the_bottom_of_the_sea,test
10741,21520_tribute_to_finbarr_and_joe,train
10742,21521_the_first_snow,validation
10743,21522_evermore_south,validation
10744,21523_a_da_ships_are_sailin,train
10745,21524_st,validation
10746,21525_kitty_hayes,validation
10747,21526_the_pelikan,train
10748,21527_hanter_dro,train
10749,21528_hanter_dro,validation
10750,21529_mutatu,train
10751,2152_a_merry_christmas,train
10752,21530_hopeful_lover,test
10753,21531_douce_pluie_du_soir,train
10754,21532_a_happy_day_in_june,test
10755,21533_an_dro,train
10756,21534_coffee_run,validation
10757,21535_the_peelers_pocket,train
10758,21536_the_christmas_box,validation
10759,21537_catherine_oneill,train
10760,21538_gan_ainm,train
10761,21539_gan_ainm,train
10762,2153_white_joak,train
10763,21540_farewell_to_the_catskills,test
10764,21541_gan_ainm,test
10765,21542_caledonian,validation
10766,21543_gan_ainm,train
10767,21544_gan_ainm,train
10768,21545_the_step_dancer,train
10769,21546_doran_from_kesh,train
10770,21547_lutunn_noz,validation
10771,21548_jacksons_wallop_the_spot,train
10772,21549_old_langolee,train
10773,2154_the_colliers,train
10774,21552_the_evil_fairy,validation
10775,21553_lough_sheeling,train
10776,21554_wobbly_wheel,train
10777,21555_earl_grey_in_the_morning,train
10778,21556_waltz_harry_lane,validation
10779,21557_aberdeen_lass,train
10780,21558_an_droimeann_donn_dilis,train
10781,21559_maries_hopsa,train
10782,2155_the_ten_pound_fiddle,train
10783,21560_floyd_to_ke_anlong,train
10784,21561_final_flight,train
10785,21562_empty_tea_cup,test
10786,21564_eveleens_bower,train
10787,21565_the_snow_shoers,train
10788,21566_the_signal_fire,train
10789,21567_the_cappatagle,validation
10790,21568_tyreragh,validation
10791,21569_aoife_kellys_wedding,train
10792,2156_father_kellys,train
10793,21570_you_may_if_you_please,train
10794,21571_gan_ainm,validation
10795,21572_gan_ainm,train
10796,21573_gan_ainm,train
10797,21574_gan_ainm,train
10798,21575_gan_ainm,train
10799,21576_the_blue_bike,train
10800,21577_the_pearl_of_the_white_breast,train
10801,21578_the_snowy-breasted_pearl,train
10802,21579_barnacle_bill,test
10803,2157_the_hills_of_coore,train
10804,21580_the_rannafast,train
10805,21581_castle_oneil,train
10806,21582_irish_stew,train
10807,21583_hey_ho_my_bonnie_lass,train
10808,21584_agnes,train
10809,21585_the_maid_of_the_valley,validation
10810,21586_tip_the_bottle,validation
10811,21587_finneys,validation
10812,21588_callums_roar,validation
10813,21589_the_daydream,train
10814,21590_the_cat_wants_out,validation
10815,21591_the_cat_wants_in,train
10816,21592_the_cat_wants_out_again,train
10817,21593_the_cat_wants_in_again,test
10818,21594_the_rascal,test
10819,21595_under_the_table,train
10820,21596_callums,train
10821,21597_the_grapefruit_tree,train
10822,21598_the_rakes_of_portland_street,train
10823,21599_john_oreilly_the_active,train
10824,215_mairtin_oconnors_flying_clog,validation
10825,21602_heathers,train
10826,21603_the_light_within,test
10827,21604_the_birthday_gift,train
10828,21605_lord_huntleys_cave,train
10829,21606_rowling_hornpipe,validation
10830,21607_new_langolee,train
10831,21608_my_home_town,train
10832,21609_next_time_i_will,train
10833,2160_patrick_kellys,train
10834,21610_kathleen_omore,test
10835,21611_comely_garden,train
10836,21612_oonagh,test
10837,21613_winnifred,train
10838,21614_my_mind_will_never_be_easy,train
10839,21615_erics,train
10840,21616_now_i_am_tired_and_wish_i_was_at_home,train
10841,21617_erics,train
10842,21618_erics,test
10843,21619_breakfast_before_bed,train
10844,2161_paddys_leather_breeches,validation
10845,21620_new_scotland_yard,train
10846,21621_the_afterparty,train
10847,21622_im_sleeping_and_dont_waken_me,train
10848,21623_the_road_to_ruby,train
10849,21624_bleaton_gardens,train
10850,21625_canty_jean_solo,train
10851,21626_the_laird_of_foveran,train
10852,21628_seme_rune_tallanach,test
10853,21629_dugald_gillespie,validation
10854,2162_the_birnam_triangle,train
10855,21630_the_hut_of_the_rising_sun,train
10856,21631_the_waves_of_kilkee,test
10857,21632_dont_wake_me,train
10858,21633_snow_on_the_ground,test
10859,21634_finn_patricks,train
10860,21637_gan_ainm,train
10861,21638_laurens_a_cracker,train
10862,21639_seamus_osullivans,train
10863,2163_lady_ellen,train
10864,21640_elk_river_blues,train
10865,21642_an_tithe_ceann_tu,train
10866,21643_miss_crawford,validation
10867,21645_tams_auld_love_song,test
10868,21646_the_mountain_road,train
10869,21647_cuddy_clauder,test
10870,21648_exhale,train
10871,21649_cahills_stipulation,train
10872,21650_stewart_chisholms_walkabout,train
10873,21651_caitlins_smile,validation
10874,21652_the_garden_on_bayard_lane,test
10875,21653_gan_ainm,validation
10876,21654_gan_ainm,test
10877,21655_the_st_louis_stagger,test
10878,21656_delas,train
10879,21657_the_sporting_boys_of_scotstown,train
10880,21658_gan_ainm,train
10881,21659_the_muskerry_tram,train
10882,2165_over_the_water_to_bessie,train
10883,21661_the_holloway_road_fling,test
10884,21662_airlies_big_day,train
10885,21663_the_green_spears,train
10886,21664_day_in_strabane,train
10887,21665_buddys_order_of_canada,train
10888,21666_ukraine_national_anthem,train
10889,21667_tuesday_morning,train
10890,21668_el_alquimista_loco,train
10891,21669_the_old_wagon_way,train
10892,21670_checkered_blanket,train
10893,21671_roy_macangus,train
10894,21672_pop,train
10895,21673_pop,train
10896,21675_gol_na_mban_san_r,train
10897,21676_karis_pers_polska,validation
10898,21677_picking_up_sticks,train
10899,21678_four_years_of_walking,train
10900,21679_better_than_nothing,test
10901,2167_the_maid_of_hollywell,train
10902,21680_the_adelaide_clipper,test
10903,21681_wayesborough,train
10904,21682_scudding_through_the_whins,validation
10905,21683_guiseppes,train
10906,21684_sidra_de_pera,validation
10907,21685_the_exhaustion,train
10908,21686_sly_patrick,train
10909,21687_the_stage_stop,train
10910,21688_a_country_dance,train
10911,21690_the_old_road_north,train
10912,21691_governor_kings,validation
10913,21692_the_ben_kenneth,train
10914,21693_dougie_macleans,test
10915,21694_alistronas_whistle,test
10916,21695_sean_at_the_wheel,train
10917,21696_mt_oberons_summit,train
10918,21697_simpler_times,train
10919,21698_the_pair_o_gnomes,train
10920,21699_i_bokskogen,train
10921,2169_pat_clarks,validation
10922,216_the_monsignors_blessing,validation
10923,21700_donald_hugh_and_his_dog,test
10924,21701_fg_a_phiob_bhochd,train
10925,21702_mazurka_for_fernndez,train
10926,21703_jig_for_jones,train
10927,21704_copenhagen_harbour,train
10928,21706_snow_on_the_tracks,train
10929,21707_at_long_last,train
10930,21708_ardnamurchan_point,validation
10931,21709_operant_conditioning,train
10932,2170_caislen_an_ir,train
10933,21710_the_banks_of_the_skiach,test
10934,21711_on_the_hoof,train
10935,21712_mistress_heywoods_fancy,validation
10936,21713_the_dancing_grass,train
10937,21714_first_date,train
10938,21715_meanwhile,train
10939,21716_a_tune_for_the_cat_on_my_street,train
10940,21717_tulla,test
10941,21718_an_tulach,train
10942,21719_the_road_to_thurles,validation
10943,2171_the_grass_on_the_path,test
10944,21720_eilean_fhianain,train
10945,21721_airy,train
10946,21723_the_capricorn,train
10947,21724_the_north_wind,train
10948,21725_sissis,train
10949,21726_guccis,train
10950,21727_lough_allen,test
10951,21728_dear_old_whistle,validation
10952,2172_little_katie_taylor,train
10953,21730_last_summers,train
10954,21734_second_home,train
10955,21735_burnbank_cottage,train
10956,21736_the_moth_in_the_lantern,validation
10957,21737_miss_mackenzies,test
10958,21738__ghlin_go_glin,train
10959,2173_idir_deighric_gus_breo,train
10960,21740_dirty_trousers,train
10961,21741_adams,train
10962,21742_little_boys,test
10963,21743_miss_katie_trotter,train
10964,21744_top_road,train
10965,21746_mr._and_mrs,train
10966,21752_vanishing_keys,test
10967,21753_we_danced_all_night,train
10968,21754_the_tree_climber,validation
10969,21755_the_coming_of_spring,train
10970,21756_the_hook_in_the_flesh,train
10971,21757_morning_dream,train
10972,21758_ocean_view,test
10973,21759_sadhbh_ni_bhruinneallaigh,validation
10974,2175_bridies_joy,train
10975,21760_donny_goldens_elbow,validation
10976,21761_gan_ainm,train
10977,21764_wedding_guests,train
10978,21766_santa_anna,train
10979,2176_the_breton_wedding,train
10980,21771_dizzy_blue,train
10981,21772_the_novice,test
10982,21773_the_tobogganist,train
10983,21774_chris_stouts_compliments_to_the_bon_accord_ale_house,train
10984,21776_lone_shanakyle,train
10985,21777_the_bar_wench,train
10986,21778_seven_waves,test
10987,21779_itzbin,test
10988,2177_around_the_fairy_fort,train
10989,21780_marig_ar_polanton,validation
10990,21781_the_birthday,train
10991,21782_smoke_me_a_kipper_for_breakfast,validation
10992,21783_taken_from_the_road,test
10993,21784_smoke_me_another_kipper_for_breakfast,train
10994,21785_78_eatonwood_green,train
10995,21786_two_mile_gate,test
10996,21787_gan_ainm,validation
10997,21788_see_it._say_it._sorted.,train
10998,21789_the_trip_to_mullagh,train
10999,2178_thanks_jerry,train
11000,21790_the_granny_on_the_roofrack,train
11001,21791_gilles_le_bigot_ride,train
11002,21792_giullan_nam_bo,train
11003,21793_messing_around,train
11004,21794_grannys_bonnet,train
11005,21795_just_cook_for_yourself,train
11006,21797_dougie_mcdonalds,train
11007,21799_the_cherrytree,validation
11008,2179_ill_get_wedded_in_my_auld_claes,train
11009,217_the_orphan,train
11010,21800_the_cliffs_of_slieve_league,train
11011,21801_a_night_to_arans_islands,validation
11012,21802_the_princess_of_antalya,validation
11013,21803_the_good_templar,test
11014,21805_konstan_parempi_valssi,train
11015,21806_hangover_tuesday,test
11016,21807_diu_regnare,validation
11017,21808_to_be_shaw,validation
11018,21809_tower_hill,train
11019,2180_the_drunken_gauger,validation
11020,21810_gweniveres,train
11021,21811_gan_ainm,train
11022,21812_the_longford_lady,train
11023,21815_brendas_favourite,train
11024,21816_the_moons_of_jupiter,train
11025,21817_the_goldenrod,train
